9782361956486	1
9782361959111	1
9782361956349	2
9782384925414	3
9782384927067	1
9782384927081	2
9782816192896	1
9782816192889	2
9782816186222	3
9782384925346	2
9782305076850	2
9782370572356	2
9782370577450	2
9782305115375	1
9782305042053	1
9782305042299	2
9782305124193	1
9782305123059	2
9782305123714	1
9782305124070	1
9782305095455	1
9782305112435	1
9782305121673	2
9782305059334	2
9782305099354	1
9782305113098	1
9782370575050	1
9782305077574	1
9782305103259	1
9782487149113	1
9791032933886	1
9782262097677	1
9782080453686	1
9782760344877	1
9782246841449	1
9782227502925	1
9782755678963	1
9782234097728	1
9782809847567	1
9782924834749	1
9782813233769	2
9782925400196	2
9782895904670	4
9782897628703	3
9782080207517	3
